tweet_id,brand,text,user,date,sentiment,likes,retweets,replies,followers,following,engagement_rate,hashtags,mentions,fake_label,ctr,conversion_rate,impressions,age,gender,location,interest
20490,OpenAI,OpenAI users complain about bug,user_84,2024-02-19,positive,3051,195,944,135117,717,0.0321,#ML #Sale,user_71 user_39 user_55,fake,0.192,0.099,94984,31,Male,India,Gaming
20491,Flipkart,Flipkart sales skyrocket after announcement,user_61,2024-06-27,negative,3624,599,1137,34998,526,0.0678,#Breaking #AI #Sale,,fake,0.131,0.03,53427,52,Other,USA,AI
20492,Microsoft,Microsoft sales skyrocket after announcement,user_63,2024-06-30,positive,3142,4912,1490,187930,6219,0.0595,#AI #Tech,,real,0.133,0.032,52781,25,Male,Canada,Shopping
20493,Microsoft,Microsoft users complain about bug,user_88,2024-04-01,positive,14759,4349,538,24024,1940,2.264,#ML #AI #Launch,user_82 user_38,real,0.04,0.006,6519,42,Female,Australia,Tech
20494,Flipkart,Flipkart announces new product,user_86,2024-01-04,negative,7904,1520,1147,33573,6406,0.1198,#Sale #Update,user_2 user_31,real,0.036,0.035,65971,50,Male,Germany,Finance
20495,Amazon,Amazon receives positive feedback,user_37,2024-04-04,neutral,5810,1708,1382,151469,4856,0.0817,#Tech #Trending,user_11,fake,0.164,0.098,71102,42,Other,UK,Shopping
20496,Microsoft,Microsoft users complain about bug,user_13,2024-03-05,positive,5501,4247,1639,110965,2160,0.0599,#Tech #Sale #ML,,real,0.081,0.068,91894,33,Other,India,Movies
20497,Meta,Meta sales skyrocket after announcement,user_94,2024-06-26,neutral,8717,4670,485,147023,618,6.9018,#Tech,user_14 user_85 user_69,fake,0.187,0.046,1263,58,Other,USA,Shopping
20498,Amazon,Amazon introduces new service,user_88,2024-02-06,negative,836,1996,1791,16284,2318,0.0489,#Launch #Update #Tech,user_73 user_61 user_50,real,0.064,0.056,17111,41,Male,USA,Startups
20499,Microsoft,Microsoft launches new AI feature,user_52,2024-01-28,positive,528,2023,1831,58246,161,0.0363,#Sale,,fake,0.131,0.034,14534,44,Female,Australia,Shopping
20500,Apple,Apple introduces new service,user_41,2024-03-01,negative,12327,3494,456,56210,1938,0.1674,#Breaking #AI #ML,user_27 user_6 user_41,real,0.055,0.097,73621,57,Other,Singapore,Tech
20501,Meta,Meta receives positive feedback,user_84,2024-02-23,positive,1564,59,24,9975,2100,0.599,#ML #Update,user_65,fake,0.196,0.054,2611,19,Female,Germany,Tech
20502,Flipkart,Flipkart sales skyrocket after announcement,user_51,2024-01-18,negative,6047,1356,1582,159881,227,0.0912,#Sale,user_40 user_31,fake,0.134,0.072,66316,45,Female,UK,Shopping
20503,OpenAI,OpenAI releases major update,user_24,2024-06-02,neutral,2550,4670,1751,10573,4766,0.1936,#Breaking #Update,,real,0.098,0.013,13169,59,Male,UK,Shopping
20504,OpenAI,OpenAI releases major update,user_84,2024-03-05,positive,13418,643,774,169435,537,0.3633,#Update #Sale,,fake,0.166,0.077,36935,47,Female,UK,Shopping
20505,Flipkart,Flipkart partners with another company,user_50,2024-01-14,positive,2221,556,616,23782,5123,0.0331,#Breaking #Trending,user_37,fake,0.139,0.013,67058,45,Male,Germany,Startups
20506,Netflix,Netflix announces new product,user_59,2024-04-07,negative,12719,190,1936,19789,5925,0.1312,#Trending #Sale #Breaking,user_11 user_92,real,0.137,0.072,96949,56,Male,Canada,Shopping
20507,Samsung,Samsung announces new product,user_73,2024-04-19,negative,12481,2345,87,112810,4592,0.2061,#Breaking #ML,,fake,0.142,0.021,60571,54,Other,India,Tech
20508,Samsung,Samsung sales skyrocket after announcement,user_82,2024-07-05,negative,12396,1083,1613,30818,2532,0.1495,#Update #ML,user_34 user_29,fake,0.099,0.024,82927,58,Female,Canada,Tech
20509,Microsoft,Microsoft introduces new service,user_22,2024-02-09,positive,2414,3116,919,22110,2769,0.1503,#Launch,user_40 user_93,real,0.163,0.071,16061,56,Male,Singapore,AI
20510,Samsung,Samsung partners with another company,user_46,2024-06-11,positive,12334,2292,506,173006,3647,0.1983,#Breaking #Sale,user_42,fake,0.014,0.034,62184,23,Male,Germany,Finance
20511,Meta,Meta partners with another company,user_79,2024-06-09,negative,3922,4916,764,149875,3584,0.1007,#Breaking #Launch #Update,user_96,real,0.191,0.023,38932,26,Other,Germany,Shopping
20512,Microsoft,Microsoft launches new AI feature,user_73,2024-01-23,positive,6494,402,303,111182,3405,0.2466,#Breaking,user_21,fake,0.114,0.092,26333,45,Female,Canada,AI
20513,Tesla,Tesla introduces new service,user_3,2024-06-16,positive,11747,3911,361,17857,4583,0.1244,#Breaking #Launch,,fake,0.026,0.023,94449,37,Other,India,Movies
20514,OpenAI,OpenAI introduces new service,user_45,2024-06-19,positive,4283,1159,1070,86937,3900,0.0598,#Trending #Launch,,fake,0.109,0.056,71650,30,Male,India,Startups
20515,Netflix,Netflix trending across social media,user_47,2024-04-05,negative,5395,390,1272,152690,4658,0.0828,#Sale #ML #Breaking,user_16,real,0.12,0.036,65163,46,Male,USA,Shopping
20516,Flipkart,Flipkart sales skyrocket after announcement,user_74,2024-06-09,neutral,10849,4283,21,30528,4021,0.5721,#AI #Tech,user_64 user_77,real,0.177,0.016,18963,30,Female,USA,Shopping
20517,Amazon,Amazon sales skyrocket after announcement,user_79,2024-02-10,positive,9120,1952,939,140826,1645,0.1144,#Launch #Sale #ML,,real,0.136,0.058,79694,33,Male,India,Finance
20518,Samsung,Samsung trending across social media,user_27,2024-06-30,negative,10477,4394,1357,185677,3943,0.1895,#Tech,user_33 user_61 user_63,real,0.131,0.042,55292,50,Female,Canada,Finance
20519,Google,Google partners with another company,user_67,2024-03-06,positive,8659,3814,1700,70902,1184,0.1008,#Tech,user_32 user_71 user_91,fake,0.036,0.017,85897,49,Female,Australia,Shopping
20520,Flipkart,Flipkart faces criticism online,user_21,2024-04-11,negative,845,4248,1412,35081,4037,0.0094,#Trending #Breaking,user_37,fake,0.02,0.038,89867,45,Female,India,Startups
20521,Microsoft,Microsoft trending across social media,user_79,2024-02-29,negative,12175,3136,222,120023,6278,0.1601,#ML #Breaking,user_68 user_2 user_11,real,0.106,0.034,76034,52,Other,Singapore,Shopping
20522,Google,Google launches new AI feature,user_28,2024-06-26,neutral,272,2198,745,162083,4946,0.0796,#AI #Sale,user_25 user_91,real,0.082,0.049,3415,28,Male,USA,Finance
20523,Meta,Meta faces criticism online,user_21,2024-06-16,neutral,2650,2542,1223,20967,7973,0.2514,#Launch #Breaking #Update,user_53 user_94 user_19,fake,0.185,0.041,10540,49,Male,Canada,AI
20524,OpenAI,OpenAI launches new AI feature,user_97,2024-05-28,positive,9595,316,783,133123,3136,0.1867,#Update,user_54 user_11,fake,0.05,0.035,51387,33,Other,India,Tech
20525,Google,Google faces criticism online,user_31,2024-04-18,neutral,10239,3425,320,93070,6951,0.1505,#Update #Trending #AI,,fake,0.061,0.08,68027,28,Other,USA,Gaming
20526,Amazon,Amazon faces criticism online,user_94,2024-05-29,negative,2774,2061,286,109136,4568,0.0707,#Sale #Breaking,user_49 user_14 user_73,real,0.186,0.02,39255,54,Female,Canada,Startups
20527,Netflix,Netflix receives positive feedback,user_78,2024-07-17,neutral,13680,1472,1748,174383,2021,0.1903,#AI,user_43,fake,0.102,0.054,71882,57,Other,India,Movies
20528,Microsoft,Microsoft launches new AI feature,user_45,2024-05-03,negative,13261,326,471,136078,6359,0.1625,#Tech #Launch,user_65 user_81,real,0.107,0.021,81628,20,Other,Canada,AI
20529,Google,Google receives positive feedback,user_15,2024-04-06,negative,9521,4884,1324,116895,5066,0.2732,#Launch #Breaking,,real,0.14,0.043,34845,56,Female,Germany,Finance
20530,Amazon,Amazon users complain about bug,user_92,2024-02-16,neutral,343,255,362,156747,1014,0.0195,#Launch,,real,0.177,0.062,17590,21,Male,USA,Finance
20531,Netflix,Netflix partners with another company,user_27,2024-03-31,neutral,7871,1767,1127,189344,5878,0.1017,#Update,user_24,real,0.132,0.033,77365,43,Female,Canada,Startups
20532,Tesla,Tesla releases major update,user_50,2024-06-30,positive,13971,702,381,170857,4524,0.6412,#Launch,user_32 user_2,fake,0.026,0.089,21790,50,Male,USA,AI
20533,Apple,Apple receives positive feedback,user_82,2024-02-13,neutral,14008,1408,638,35298,7757,0.1763,#Tech #Update #Launch,user_35 user_11,real,0.041,0.098,79459,35,Female,UK,Shopping
20534,Meta,Meta launches new AI feature,user_100,2024-02-17,positive,14921,4999,873,49744,5155,0.3016,#AI,user_90 user_17 user_93,real,0.083,0.057,49473,32,Other,UK,Tech
20535,Apple,Apple users complain about bug,user_72,2024-05-24,positive,588,3095,1477,143432,3841,0.0064,#ML #Breaking,user_29 user_35,real,0.143,0.074,92441,25,Female,Singapore,Movies
20536,Netflix,Netflix faces criticism online,user_10,2024-05-02,positive,14646,2782,1496,93726,5682,1.4189,#ML,user_74,fake,0.106,0.008,10322,39,Male,USA,Gaming
20537,Tesla,Tesla introduces new service,user_20,2024-05-26,positive,8799,2107,1927,193679,1333,0.0996,#ML #Trending,user_71 user_50 user_78,real,0.01,0.028,88321,21,Other,Canada,Gaming
20538,Apple,Apple users complain about bug,user_4,2024-02-05,neutral,11850,2638,675,167760,856,0.3122,#Sale #AI,user_98 user_38,fake,0.141,0.056,37961,34,Female,UK,Startups
20539,Netflix,Netflix trending across social media,user_26,2024-05-20,neutral,2458,2678,1087,14026,6936,0.0393,#Update,user_96 user_97,fake,0.027,0.02,62563,52,Male,Australia,Movies
20540,Amazon,Amazon sales skyrocket after announcement,user_50,2024-04-18,positive,11793,4412,440,48821,6755,0.1685,#Sale #Launch,user_18 user_1 user_39,fake,0.141,0.023,69973,20,Male,India,Gaming
20541,Flipkart,Flipkart launches new AI feature,user_59,2024-02-06,positive,3120,1070,1597,135854,2294,0.0373,#Tech #Breaking #AI,user_51 user_5,real,0.178,0.006,83617,47,Male,Germany,Gaming
20542,Netflix,Netflix sales skyrocket after announcement,user_88,2024-05-10,positive,4605,725,998,50615,2376,0.0744,#Breaking #Launch #AI,,fake,0.13,0.065,61911,58,Male,Australia,Shopping
20543,Samsung,Samsung receives positive feedback,user_9,2024-05-22,negative,7840,2990,1159,24411,7332,0.7793,#Breaking,user_33 user_45,real,0.169,0.048,10060,50,Female,India,Gaming
20544,Amazon,Amazon users complain about bug,user_44,2024-05-02,positive,8177,2071,1025,88711,67,0.1154,#Trending,,real,0.133,0.096,70835,34,Other,UK,Tech
20545,Tesla,Tesla releases major update,user_42,2024-04-23,negative,11444,2821,1875,103013,3720,0.126,#Update #ML,user_50 user_81,real,0.131,0.046,90807,22,Other,Australia,Startups
20546,OpenAI,OpenAI sales skyrocket after announcement,user_84,2024-06-07,negative,6332,914,1004,117797,6736,0.9947,#Sale,user_62 user_30,real,0.022,0.046,6366,31,Male,Singapore,Movies
20547,Samsung,Samsung partners with another company,user_13,2024-05-27,negative,11305,2316,373,17204,3032,0.1545,#Sale,user_70,real,0.168,0.096,73195,26,Other,Germany,Movies
20548,OpenAI,OpenAI releases major update,user_79,2024-06-10,negative,4780,26,756,119380,3040,0.1338,#ML #Trending,user_60 user_67,real,0.181,0.082,35722,42,Male,Germany,Gaming
20549,Meta,Meta partners with another company,user_78,2024-05-25,negative,14719,1000,335,117470,1325,0.4468,#Launch,user_28 user_56,fake,0.082,0.016,32940,43,Other,Germany,Gaming
20550,Tesla,Tesla sales skyrocket after announcement,user_77,2024-04-04,negative,7632,1269,1904,6437,4802,0.0766,#Update,user_23 user_56 user_91,real,0.112,0.049,99694,32,Male,USA,AI
20551,Tesla,Tesla sales skyrocket after announcement,user_38,2024-07-13,positive,575,3612,912,74815,3367,0.0562,#Breaking #AI #Launch,user_36 user_66 user_77,fake,0.179,0.019,10229,59,Other,Singapore,Shopping
20552,Flipkart,Flipkart announces new product,user_82,2024-06-07,negative,4365,4807,162,162974,5607,0.1023,#AI,,fake,0.088,0.036,42682,36,Male,Australia,Tech
20553,Netflix,Netflix announces new product,user_97,2024-03-31,negative,14402,2522,502,57233,3794,0.1574,#Tech #Trending,user_17 user_47 user_58,real,0.138,0.069,91484,16,Other,India,Gaming
20554,Flipkart,Flipkart releases major update,user_93,2024-05-30,negative,14450,1878,1864,152972,6259,0.187,#Sale #Launch #Update,,real,0.128,0.045,77283,55,Female,Canada,Startups
20555,Microsoft,Microsoft announces new product,user_77,2024-04-17,negative,3762,1071,1973,140084,2650,0.0502,#Tech #AI,user_47,fake,0.159,0.016,74996,30,Male,USA,Finance
20556,Tesla,Tesla announces new product,user_71,2024-02-23,positive,8649,1582,1574,122931,2266,0.1024,#Tech #Sale #Launch,,real,0.173,0.025,84501,57,Male,Germany,Finance
20557,Google,Google partners with another company,user_71,2024-01-30,negative,8850,4390,518,63986,831,0.257,#Launch #Update #Sale,,real,0.032,0.04,34434,49,Other,UK,Tech
20558,Tesla,Tesla sales skyrocket after announcement,user_76,2024-01-11,neutral,12710,551,1699,180438,3190,0.4259,#Update,,fake,0.126,0.017,29842,52,Other,Germany,Gaming
20559,Samsung,Samsung announces new product,user_36,2024-06-28,positive,8332,101,609,199689,2881,0.0991,#Trending #ML,user_15 user_97 user_72,real,0.029,0.044,84051,33,Male,Germany,Tech
20560,Tesla,Tesla users complain about bug,user_64,2024-06-04,positive,3730,3049,935,72155,2784,0.0956,#Launch #Update,,real,0.107,0.088,39033,39,Female,India,Gaming
20561,OpenAI,OpenAI receives positive feedback,user_49,2024-01-09,positive,9941,4114,1393,125392,3105,0.1658,#Breaking #Update,user_77,real,0.028,0.013,59944,21,Other,Canada,Finance
20562,Tesla,Tesla sales skyrocket after announcement,user_76,2024-01-31,neutral,10690,4881,495,89953,4600,0.1311,#Update,user_14 user_50 user_88,real,0.179,0.046,81561,57,Female,UK,Gaming
20563,Microsoft,Microsoft faces criticism online,user_64,2024-03-02,negative,10637,3811,757,144217,5880,1.0792,#Trending #Sale,user_55 user_59,fake,0.143,0.083,9856,47,Other,Australia,Gaming
20564,Samsung,Samsung users complain about bug,user_81,2024-06-12,neutral,12454,918,917,83798,2027,0.1791,#Trending #Tech,,fake,0.054,0.008,69519,52,Male,Australia,Startups
20565,Meta,Meta sales skyrocket after announcement,user_74,2024-03-08,negative,9084,1880,1390,86881,4844,0.122,#Trending,,real,0.026,0.011,74431,52,Female,Germany,Gaming
20566,Netflix,Netflix trending across social media,user_60,2024-05-23,neutral,1902,4666,1333,119717,3043,0.291,#AI #ML #Breaking,user_15 user_7 user_49,real,0.162,0.006,6535,43,Male,UK,Finance
20567,Netflix,Netflix sales skyrocket after announcement,user_68,2024-06-29,positive,8206,4339,1859,50836,181,0.1205,#Sale,user_20 user_73 user_49,real,0.063,0.041,68077,26,Other,UK,AI
20568,Microsoft,Microsoft introduces new service,user_24,2024-01-14,negative,1369,1465,492,42071,1876,0.0147,#Sale,user_78 user_61 user_93,real,0.04,0.085,92971,17,Other,UK,Gaming
20569,Microsoft,Microsoft announces new product,user_37,2024-03-02,positive,7963,1268,119,168737,4512,0.3245,#AI #Update #Launch,user_49,fake,0.171,0.013,24540,27,Male,India,Gaming
20570,Apple,Apple trending across social media,user_78,2024-06-29,neutral,13708,2269,1965,141704,4084,0.2105,#Breaking,,real,0.097,0.022,65127,24,Male,Australia,Shopping
20571,Google,Google introduces new service,user_46,2024-01-30,positive,11811,4884,431,189401,393,1.3545,#Tech,user_56 user_35 user_1,fake,0.111,0.035,8720,28,Female,Canada,AI
20572,Amazon,Amazon launches new AI feature,user_60,2024-02-23,neutral,8825,717,482,117935,796,0.1124,#Update,user_46 user_36,fake,0.093,0.066,78498,54,Other,Australia,Gaming
20573,OpenAI,OpenAI releases major update,user_81,2024-02-24,positive,6565,2837,1926,83400,84,0.0794,#ML,user_11 user_96,fake,0.019,0.044,82717,51,Other,Singapore,Finance
20574,Samsung,Samsung receives positive feedback,user_63,2024-03-07,positive,9279,4305,1342,14761,3791,0.1048,#Launch #Update,user_26,fake,0.104,0.053,88578,17,Other,India,AI
20575,Flipkart,Flipkart introduces new service,user_5,2024-03-08,neutral,7616,2378,917,65849,7729,0.5397,#AI #Update #Trending,user_57 user_7 user_50,fake,0.133,0.033,14112,27,Male,Canada,AI
20576,Amazon,Amazon users complain about bug,user_21,2024-03-10,negative,5057,2089,1676,46154,5474,0.0559,#Launch #Update #Breaking,user_27 user_39 user_2,fake,0.159,0.08,90402,54,Other,India,Tech
20577,Amazon,Amazon launches new AI feature,user_100,2024-02-17,positive,11377,2923,1214,48398,2980,0.3053,#Sale #Launch,user_77,fake,0.079,0.069,37264,35,Male,Germany,Gaming
20578,Tesla,Tesla sales skyrocket after announcement,user_4,2024-06-01,negative,10204,2644,255,175709,5408,0.2998,#AI #Launch,user_68 user_2,fake,0.173,0.055,34038,33,Male,India,Shopping
20579,Samsung,Samsung announces new product,user_86,2024-05-14,negative,12724,1704,1564,131160,2761,0.177,#ML #Sale,user_13 user_18,fake,0.19,0.048,71870,33,Other,Australia,Tech
20580,Meta,Meta launches new AI feature,user_1,2024-06-08,positive,12867,4378,1212,88083,2536,0.3545,#Trending #Tech #Breaking,user_58 user_17 user_11,real,0.048,0.039,36292,32,Other,Germany,Finance
20581,Netflix,Netflix users complain about bug,user_38,2024-01-27,negative,12880,3173,598,85353,4444,1.6259,#Trending,,fake,0.146,0.016,7922,17,Male,Germany,Finance
20582,Samsung,Samsung introduces new service,user_61,2024-04-18,negative,1592,1332,254,68756,1244,0.0528,#Breaking #Sale,user_28 user_23 user_4,fake,0.15,0.047,30147,58,Female,UK,AI
20583,Amazon,Amazon receives positive feedback,user_69,2024-04-10,neutral,12330,4436,179,185271,4713,0.2341,#Trending #Tech,user_58,fake,0.136,0.068,52680,41,Male,Germany,AI
20584,Meta,Meta introduces new service,user_77,2024-04-10,negative,434,3222,1101,198389,400,0.008,#ML,user_84,real,0.017,0.006,54029,24,Other,Germany,Finance
20585,Flipkart,Flipkart launches new AI feature,user_33,2024-06-02,positive,6463,3229,1954,178777,7807,0.1651,#Sale,user_26 user_13 user_42,real,0.172,0.038,39147,27,Female,USA,Shopping
20586,Amazon,Amazon trending across social media,user_36,2024-01-02,positive,12741,2194,1213,107472,822,0.2744,#Breaking,,fake,0.015,0.088,46430,48,Female,Singapore,AI
20587,Amazon,Amazon users complain about bug,user_82,2024-06-02,positive,7415,1721,1974,195701,7141,0.326,#AI #Launch #ML,,real,0.186,0.007,22747,29,Female,Germany,Movies
20588,Netflix,Netflix sales skyrocket after announcement,user_47,2024-06-09,neutral,11920,3006,1843,29899,3527,0.3153,#ML #Trending,user_67 user_44,real,0.133,0.044,37807,47,Female,UK,Gaming
20589,Flipkart,Flipkart announces new product,user_52,2024-06-05,positive,8053,1390,560,56666,2670,0.1792,#AI,,real,0.054,0.062,44951,48,Female,Germany,Finance
20590,Samsung,Samsung trending across social media,user_55,2024-02-18,negative,93,3713,1896,73580,647,0.0017,#Update #Trending,user_63 user_52,real,0.073,0.067,56210,40,Female,USA,Finance
20591,Meta,Meta releases major update,user_19,2024-05-22,negative,1364,4330,1966,191812,7891,0.0184,#AI #ML,user_78,fake,0.142,0.079,73998,33,Male,Australia,AI
20592,Flipkart,Flipkart partners with another company,user_7,2024-02-26,negative,2771,4069,746,34736,3619,0.0515,#Update #AI #Tech,user_73 user_18 user_40,real,0.138,0.074,53774,56,Male,India,Tech
20593,Flipkart,Flipkart announces new product,user_81,2024-04-01,positive,13968,1827,1377,164604,5988,0.4151,#Update #Sale #ML,,fake,0.143,0.082,33652,17,Male,Canada,Movies
20594,Samsung,Samsung releases major update,user_27,2024-07-03,neutral,10016,3879,638,91816,3724,0.1064,#Sale #Update #AI,,real,0.071,0.098,94111,22,Female,USA,Shopping
20595,Meta,Meta introduces new service,user_60,2024-04-22,positive,4926,2836,1773,92358,1097,0.2336,#AI #Update #Launch,user_68 user_43 user_95,real,0.17,0.028,21083,30,Male,Singapore,Finance
20596,Google,Google launches new AI feature,user_7,2024-07-03,negative,2470,4150,561,40454,1967,0.053,#Trending #Tech #AI,user_8 user_6,real,0.085,0.073,46616,35,Female,UK,Tech
20597,Samsung,Samsung introduces new service,user_77,2024-02-11,positive,2067,2724,557,49676,1123,0.0298,#AI #ML #Trending,,fake,0.177,0.027,69250,35,Female,UK,Movies
20598,Samsung,Samsung announces new product,user_24,2024-01-09,positive,6528,2958,945,10125,2775,0.1754,#ML,,fake,0.096,0.039,37221,55,Female,Canada,Gaming
20599,Apple,Apple receives positive feedback,user_11,2024-05-27,neutral,4293,1995,1844,173977,7538,0.1284,#Launch #AI,user_21 user_17 user_20,real,0.13,0.039,33444,34,Female,Singapore,Movies
20600,Google,Google introduces new service,user_54,2024-04-09,negative,11661,4509,346,37228,2237,0.2126,#Trending #Launch #Update,user_55 user_68,real,0.136,0.022,54857,28,Male,India,Startups
20601,Tesla,Tesla users complain about bug,user_29,2024-07-18,neutral,3485,4389,1648,4812,972,0.1558,#AI,user_9,real,0.095,0.04,22363,40,Other,UK,Gaming
20602,Amazon,Amazon announces new product,user_12,2024-03-30,negative,5790,1378,589,54969,3660,0.3242,#AI,user_13 user_25 user_93,fake,0.061,0.013,17859,29,Male,Germany,Gaming
20603,Samsung,Samsung introduces new service,user_91,2024-05-11,neutral,9261,1640,1105,123972,770,0.8372,#AI #Update,,real,0.017,0.079,11062,42,Male,Australia,Finance
20604,Samsung,Samsung faces criticism online,user_6,2024-05-25,neutral,9520,3606,1535,118426,6203,0.0996,#AI,user_16 user_27 user_71,fake,0.015,0.084,95536,50,Male,Germany,Startups
20605,OpenAI,OpenAI users complain about bug,user_20,2024-07-08,positive,7776,918,776,189635,3591,1.5238,#Update,user_69 user_5,real,0.153,0.05,5103,44,Male,UK,Shopping
20606,Meta,Meta partners with another company,user_36,2024-06-02,neutral,6985,26,135,155907,1827,0.078,#AI,user_20,real,0.183,0.041,89526,39,Other,India,Gaming
20607,Google,Google releases major update,user_39,2024-02-29,negative,6637,2217,1697,91786,6369,0.1425,#Trending #Launch,user_27 user_49 user_29,real,0.182,0.006,46561,46,Other,Singapore,Gaming
20608,Samsung,Samsung trending across social media,user_84,2024-07-16,negative,12268,3620,1162,46431,4308,0.3965,#Update #ML,,fake,0.108,0.078,30943,47,Male,UK,Gaming
20609,OpenAI,OpenAI introduces new service,user_46,2024-04-18,positive,6263,3413,1997,72814,1112,0.2268,#Launch,user_46,real,0.18,0.047,27618,59,Other,Singapore,Finance
20610,Google,Google releases major update,user_12,2024-02-05,negative,13965,3580,1571,48632,3814,0.3756,#Update #AI #Trending,user_16 user_53,fake,0.162,0.015,37180,29,Female,Canada,AI
20611,Apple,Apple sales skyrocket after announcement,user_14,2024-05-23,positive,4789,1497,459,101435,3984,0.1528,#Launch,user_100,fake,0.02,0.022,31351,58,Other,USA,Shopping
20612,Tesla,Tesla sales skyrocket after announcement,user_71,2024-01-19,positive,6922,4277,78,161937,5054,0.3703,#Trending #ML,,real,0.023,0.066,18692,52,Other,India,Gaming
20613,Flipkart,Flipkart receives positive feedback,user_44,2024-01-16,positive,14911,4337,663,135062,7979,0.1545,#Tech,user_30 user_44 user_29,fake,0.165,0.031,96512,46,Male,USA,Gaming
20614,Amazon,Amazon partners with another company,user_7,2024-05-11,negative,3979,2524,1680,88164,4184,0.0791,#Update #AI #Trending,user_9 user_70,fake,0.112,0.095,50274,59,Male,Singapore,Gaming
20615,Google,Google releases major update,user_35,2024-05-02,negative,3106,1329,1865,78804,7164,0.174,#Breaking #Launch #Sale,user_63 user_44 user_50,fake,0.058,0.096,17851,24,Other,Germany,Startups
20616,Samsung,Samsung introduces new service,user_96,2024-07-07,negative,6321,313,1710,185098,931,0.1136,#ML,user_38 user_63,fake,0.024,0.026,55656,36,Female,USA,Tech
20617,Microsoft,Microsoft announces new product,user_42,2024-03-14,positive,2451,4478,822,50334,6199,0.119,#Tech #AI #Breaking,user_69 user_51,fake,0.163,0.05,20593,53,Other,USA,Startups
20618,Tesla,Tesla receives positive feedback,user_67,2024-04-23,neutral,13056,2894,298,173536,1840,0.3348,#Sale #ML #AI,,real,0.19,0.08,39001,51,Other,Canada,Shopping
20619,OpenAI,OpenAI introduces new service,user_17,2024-04-03,neutral,1121,1335,253,113986,372,0.0165,#Trending,user_53 user_62,fake,0.126,0.019,67748,24,Male,India,Movies
20620,OpenAI,OpenAI trending across social media,user_14,2024-06-05,negative,9987,3473,140,175838,2605,0.2222,#ML #Sale #Launch,user_20,real,0.171,0.079,44944,35,Other,Germany,AI
20621,Samsung,Samsung partners with another company,user_34,2024-01-14,neutral,4631,2707,1007,33341,6078,0.1003,#Sale,,real,0.059,0.067,46163,35,Other,India,Shopping
20622,Flipkart,Flipkart receives positive feedback,user_46,2024-03-22,negative,13086,815,1450,190669,6971,0.2998,#Trending #ML #Sale,,real,0.099,0.098,43650,32,Other,Germany,Movies
20623,Tesla,Tesla trending across social media,user_33,2024-02-23,neutral,3864,2849,1770,157146,4894,1.4143,#Update #Tech,,fake,0.157,0.063,2732,27,Male,Canada,Startups
20624,Microsoft,Microsoft faces criticism online,user_10,2024-07-08,negative,9568,478,307,121725,2809,0.0973,#AI,user_45 user_71 user_68,fake,0.124,0.045,98349,46,Other,Canada,Gaming
20625,OpenAI,OpenAI partners with another company,user_62,2024-04-21,positive,215,421,803,94120,2835,0.0044,#Tech #Trending,user_16 user_6 user_50,fake,0.177,0.014,48837,49,Other,Canada,Startups
20626,Google,Google releases major update,user_30,2024-05-14,neutral,12480,1795,1172,43263,3270,0.2909,#Launch,user_69 user_73,real,0.07,0.097,42900,50,Other,Germany,AI
20627,Netflix,Netflix releases major update,user_43,2024-02-21,negative,330,2573,525,69644,1324,0.0062,#Breaking #Launch #Trending,user_29 user_90 user_87,real,0.086,0.088,53313,47,Other,Germany,Shopping
20628,Meta,Meta faces criticism online,user_64,2024-01-04,neutral,10289,1653,441,128170,7449,0.1123,#Update,user_59 user_56,fake,0.085,0.046,91637,45,Male,Australia,Shopping
20629,Microsoft,Microsoft sales skyrocket after announcement,user_46,2024-01-09,negative,10193,2205,1859,172590,6493,0.1221,#Trending #Breaking #Launch,user_14 user_57,fake,0.157,0.042,83481,32,Female,Canada,Tech
20630,Samsung,Samsung sales skyrocket after announcement,user_70,2024-05-10,negative,3383,3679,1720,132981,4964,0.0462,#Trending #ML #AI,,real,0.101,0.062,73206,59,Female,Canada,Tech
20631,Google,Google introduces new service,user_52,2024-01-30,negative,4899,2811,863,158881,6984,0.0597,#Breaking #Update #ML,user_24,real,0.094,0.054,82043,55,Female,Germany,Tech
20632,OpenAI,OpenAI users complain about bug,user_79,2024-03-24,positive,2986,3400,244,36291,3977,0.0631,#Tech #Launch #Update,user_9,real,0.054,0.023,47334,59,Other,UK,Startups
20633,Apple,Apple releases major update,user_68,2024-01-19,negative,633,3220,1904,95591,4925,0.0412,#Tech #Sale #Update,user_55,fake,0.016,0.053,15366,38,Other,USA,Movies
20634,Meta,Meta announces new product,user_5,2024-04-28,positive,14652,1393,795,116310,3116,0.5176,#AI #ML #Tech,user_42 user_81,real,0.127,0.072,28310,43,Male,Canada,Finance
20635,Tesla,Tesla launches new AI feature,user_66,2024-03-28,negative,2926,3136,553,183366,2450,0.1016,#Sale #Update,user_82 user_37,real,0.099,0.059,28807,30,Female,UK,Gaming
20636,OpenAI,OpenAI announces new product,user_56,2024-05-20,positive,6501,3943,1682,117434,7456,0.5312,#Breaking #ML #Update,user_73 user_40,fake,0.161,0.092,12238,53,Male,UK,Tech
20637,Amazon,Amazon sales skyrocket after announcement,user_97,2024-02-05,neutral,11686,2375,519,2916,5576,1.7354,#ML,user_34,real,0.015,0.057,6734,48,Female,Singapore,Finance
20638,Samsung,Samsung receives positive feedback,user_26,2024-06-29,positive,5997,1579,502,21226,4078,0.0968,#Update #Tech,user_48 user_17 user_96,fake,0.136,0.095,61961,32,Male,UK,Finance
